mission_id,agency,mission_type,launch_date,cost_million_usd,payload_type,destination,status
2448,NASA,Lunar,2007-11-05,4746,Rover,Moon,Partial Success
2449,ISRO,Space Tourism,2020-09-19,516,Scientific Probe,Deep Space,Failure
2450,NASA,Deep Space,2021-01-10,2371,Cargo,Moon,Failure
2451,ISRO,Asteroid Mining,1994-07-25,2068,Cargo,Mars,Partial Success
2452,ISRO,Mars,1981-06-14,4706,Crewed,Low Earth Orbit,Failure
2453,Roscosmos,Asteroid Mining,1999-04-19,95,Scientific Probe,Moon,Failure
2454,CNSA,Asteroid Mining,1991-04-18,2055,Crewed,Low Earth Orbit,Failure
2455,ESA,Lunar,2009-07-23,2128,Scientific Probe,Low Earth Orbit,Partial Success
2456,NASA,Space Tourism,1966-03-17,1112,Cargo,Moon,Failure
2457,Blue Origin,Deep Space,2022-04-25,2661,Space Telescope,Mars,Failure
2458,NASA,Deep Space,2012-08-25,387,Satellite,Mars,Success
2459,CNSA,Space Tourism,2007-09-25,1810,Space Telescope,Moon,Failure
2460,Blue Origin,Space Tourism,1982-07-13,2213,Rover,Moon,Partial Success
2461,SpaceX,Mars,1976-05-11,1819,Satellite,Low Earth Orbit,Success
2462,CNSA,Asteroid Mining,2022-02-15,4099,Rover,Mars,Partial Success
2463,ESA,Deep Space,1961-03-15,330,Rover,Moon,Failure
2464,CNSA,Asteroid Mining,1979-05-26,4639,Satellite,Asteroid Belt,Success
2465,Blue Origin,Asteroid Mining,2005-07-03,155,Satellite,Low Earth Orbit,Success
2466,SpaceX,Satellite Deployment,1959-01-26,4328,Rover,Asteroid Belt,Partial Success
2467,Virgin Galactic,Space Tourism,2014-09-09,580,Rover,Mars,Success
2468,CNSA,Asteroid Mining,2006-07-06,2578,Satellite,Moon,Partial Success
2469,Blue Origin,Asteroid Mining,2016-05-27,2338,Space Telescope,Moon,Partial Success
2470,ESA,Lunar,1957-05-22,491,Satellite,Low Earth Orbit,Success
2471,Roscosmos,Orbital,2000-09-18,4534,Rover,Asteroid Belt,Partial Success
2472,ISRO,Asteroid Mining,1999-08-28,2184,Crewed,Low Earth Orbit,Failure
2473,NASA,Asteroid Mining,2012-06-19,356,Scientific Probe,Mars,Partial Success
2474,Virgin Galactic,Satellite Deployment,1973-03-06,3723,Scientific Probe,Moon,Partial Success
2475,Roscosmos,Asteroid Mining,1994-07-19,1509,Satellite,Asteroid Belt,Partial Success
2476,CNSA,Mars,1964-01-28,1310,Cargo,Mars,Partial Success
2477,CNSA,Mars,2022-06-06,4770,Cargo,Deep Space,Success
2478,ISRO,Space Tourism,2017-05-17,1534,Space Telescope,Asteroid Belt,Success
2479,ISRO,Lunar,1973-08-27,2867,Space Telescope,Deep Space,Partial Success
2480,Roscosmos,Mars,1960-06-23,1016,Cargo,Deep Space,Partial Success
2481,Blue Origin,Mars,2022-02-11,478,Rover,Mars,Partial Success
2482,ISRO,Orbital,2022-07-17,1113,Cargo,Deep Space,Success
2483,Virgin Galactic,Mars,1973-06-07,1768,Cargo,Mars,Failure
2484,Roscosmos,Deep Space,2011-08-10,1429,Rover,Mars,Partial Success
2485,SpaceX,Deep Space,2007-12-11,2339,Scientific Probe,Low Earth Orbit,Partial Success
2486,NASA,Deep Space,1959-11-14,3484,Space Telescope,Deep Space,Failure
2487,ESA,Satellite Deployment,1993-11-06,2431,Crewed,Deep Space,Success
2488,Blue Origin,Lunar,2005-03-28,1772,Rover,Low Earth Orbit,Success
2489,NASA,Mars,2023-01-01,2207,Rover,Mars,Failure
2490,CNSA,Space Tourism,1981-08-07,2600,Satellite,Asteroid Belt,Partial Success
2491,CNSA,Satellite Deployment,2021-09-23,3100,Satellite,Deep Space,Success
2492,Blue Origin,Deep Space,2006-03-07,1163,Satellite,Asteroid Belt,Failure
2493,Blue Origin,Lunar,2001-03-23,720,Scientific Probe,Mars,Success
2494,Blue Origin,Asteroid Mining,1983-03-19,2478,Rover,Asteroid Belt,Success
2495,Roscosmos,Mars,1973-09-22,2832,Satellite,Low Earth Orbit,Success
2496,ISRO,Satellite Deployment,2008-04-16,3723,Rover,Asteroid Belt,Failure
2497,ISRO,Deep Space,2021-09-08,2907,Space Telescope,Moon,Partial Success
2498,SpaceX,Mars,1990-04-09,2309,Satellite,Low Earth Orbit,Failure
2499,SpaceX,Space Tourism,1992-04-20,1174,Satellite,Mars,Partial Success
2500,ESA,Orbital,1974-10-06,2567,Satellite,Mars,Failure
2501,SpaceX,Space Tourism,1994-09-07,2101,Cargo,Low Earth Orbit,Success
2502,Roscosmos,Deep Space,2014-10-10,696,Rover,Moon,Partial Success
2503,Blue Origin,Lunar,2009-02-15,4520,Satellite,Mars,Failure
2504,Virgin Galactic,Deep Space,1988-11-21,2017,Rover,Asteroid Belt,Partial Success
2505,ESA,Asteroid Mining,2002-01-08,4124,Satellite,Deep Space,Failure
2506,SpaceX,Space Tourism,2024-03-27,2541,Cargo,Low Earth Orbit,Success
2507,ESA,Satellite Deployment,1980-08-18,1578,Space Telescope,Moon,Partial Success
2508,Roscosmos,Lunar,1996-10-11,3614,Crewed,Moon,Partial Success
2509,ISRO,Orbital,1988-02-12,4905,Crewed,Low Earth Orbit,Success
2510,NASA,Mars,1978-08-10,628,Satellite,Mars,Success
2511,ESA,Asteroid Mining,1970-05-17,1676,Scientific Probe,Moon,Partial Success
2512,SpaceX,Lunar,2023-12-24,4719,Rover,Deep Space,Failure
2513,Roscosmos,Space Tourism,2018-04-18,211,Cargo,Low Earth Orbit,Partial Success
2514,Roscosmos,Orbital,1958-09-24,1667,Rover,Moon,Partial Success
2515,CNSA,Mars,2001-02-27,1600,Rover,Mars,Partial Success
2516,Blue Origin,Lunar,1972-10-21,3909,Crewed,Moon,Partial Success
2517,NASA,Lunar,1994-01-22,1862,Space Telescope,Moon,Partial Success
2518,Roscosmos,Asteroid Mining,1962-03-04,4553,Rover,Mars,Partial Success
2519,Virgin Galactic,Orbital,2000-11-21,2737,Cargo,Low Earth Orbit,Failure
2520,ESA,Asteroid Mining,2019-03-12,2073,Scientific Probe,Low Earth Orbit,Failure
2521,Blue Origin,Orbital,1985-11-10,1453,Crewed,Deep Space,Partial Success
2522,Virgin Galactic,Satellite Deployment,1963-09-19,4233,Cargo,Low Earth Orbit,Success
2523,Blue Origin,Orbital,1970-05-02,1660,Crewed,Low Earth Orbit,Failure
2524,SpaceX,Mars,1969-09-17,1995,Space Telescope,Mars,Success
2525,Blue Origin,Lunar,1965-01-03,2677,Satellite,Deep Space,Failure
2526,Blue Origin,Satellite Deployment,2008-04-06,3457,Crewed,Asteroid Belt,Success
2527,SpaceX,Lunar,1997-07-22,4856,Scientific Probe,Moon,Failure
2528,CNSA,Asteroid Mining,2004-02-28,1804,Rover,Asteroid Belt,Partial Success
2529,Virgin Galactic,Deep Space,2007-07-24,526,Satellite,Moon,Failure
2530,ISRO,Orbital,1968-09-22,4309,Space Telescope,Mars,Partial Success
2531,CNSA,Mars,2017-10-15,2974,Space Telescope,Low Earth Orbit,Success
2532,Virgin Galactic,Asteroid Mining,1966-07-10,2649,Scientific Probe,Deep Space,Failure
2533,NASA,Deep Space,2024-11-21,77,Space Telescope,Moon,Success
2534,Virgin Galactic,Orbital,1965-08-11,2559,Scientific Probe,Moon,Failure
2535,NASA,Orbital,1972-01-26,3505,Space Telescope,Deep Space,Success
2536,Roscosmos,Asteroid Mining,1989-05-22,3323,Crewed,Moon,Partial Success
2537,Roscosmos,Satellite Deployment,2006-02-11,3718,Rover,Mars,Failure
2538,Blue Origin,Space Tourism,2013-08-01,4307,Satellite,Deep Space,Partial Success
2539,CNSA,Satellite Deployment,1981-02-19,1587,Crewed,Moon,Success
2540,NASA,Space Tourism,1989-11-26,3195,Rover,Asteroid Belt,Success
2541,Roscosmos,Lunar,1977-09-25,3993,Scientific Probe,Moon,Success
2542,ESA,Satellite Deployment,1987-02-07,3927,Rover,Moon,Partial Success
2543,Blue Origin,Asteroid Mining,1968-05-06,2177,Space Telescope,Deep Space,Partial Success
2544,NASA,Lunar,1982-11-16,955,Cargo,Deep Space,Failure
2545,Blue Origin,Mars,1988-09-01,4619,Satellite,Asteroid Belt,Success
2546,Virgin Galactic,Asteroid Mining,1966-04-12,1141,Satellite,Mars,Success
2547,CNSA,Lunar,1989-12-14,876,Crewed,Moon,Failure
2548,Roscosmos,Lunar,1988-12-09,650,Satellite,Moon,Partial Success
2549,ISRO,Mars,2001-07-02,393,Satellite,Deep Space,Partial Success
2550,Virgin Galactic,Lunar,2011-12-01,4593,Scientific Probe,Mars,Partial Success
2551,CNSA,Deep Space,1999-09-03,431,Rover,Deep Space,Success
2552,SpaceX,Asteroid Mining,2011-06-13,4943,Cargo,Low Earth Orbit,Partial Success
2553,ESA,Space Tourism,1987-10-16,3234,Space Telescope,Moon,Partial Success
2554,Virgin Galactic,Deep Space,1958-05-14,1084,Space Telescope,Deep Space,Partial Success
2555,CNSA,Deep Space,2001-02-01,4835,Rover,Low Earth Orbit,Failure
2556,Blue Origin,Mars,2013-04-15,2600,Crewed,Deep Space,Failure
2557,Virgin Galactic,Deep Space,1961-09-03,1021,Satellite,Deep Space,Partial Success
2558,SpaceX,Orbital,1963-07-12,1610,Satellite,Mars,Failure
2559,CNSA,Asteroid Mining,1981-05-24,161,Cargo,Mars,Failure
2560,SpaceX,Mars,1970-02-28,3465,Rover,Asteroid Belt,Partial Success
2561,ISRO,Asteroid Mining,2024-12-20,4436,Satellite,Deep Space,Partial Success
2562,Blue Origin,Asteroid Mining,1963-05-17,1323,Scientific Probe,Asteroid Belt,Partial Success
2563,SpaceX,Space Tourism,1993-07-19,4806,Cargo,Asteroid Belt,Success
2564,SpaceX,Space Tourism,1987-05-16,3929,Satellite,Asteroid Belt,Success
2565,Blue Origin,Orbital,1978-06-08,246,Rover,Asteroid Belt,Partial Success
2566,ESA,Satellite Deployment,1967-06-19,2989,Rover,Moon,Partial Success
2567,ESA,Deep Space,1961-10-23,3811,Scientific Probe,Deep Space,Success
2568,Blue Origin,Orbital,2003-01-07,3329,Space Telescope,Deep Space,Failure
2569,Virgin Galactic,Space Tourism,1975-07-25,3959,Satellite,Asteroid Belt,Partial Success
2570,NASA,Space Tourism,2014-10-26,4302,Satellite,Deep Space,Partial Success
2571,Virgin Galactic,Space Tourism,2007-10-05,3658,Cargo,Moon,Success
2572,NASA,Deep Space,1997-10-06,959,Rover,Moon,Partial Success
2573,ESA,Mars,2005-12-15,2139,Scientific Probe,Low Earth Orbit,Partial Success
2574,CNSA,Space Tourism,2020-05-24,2835,Crewed,Low Earth Orbit,Success
2575,ISRO,Satellite Deployment,1996-05-07,1776,Space Telescope,Deep Space,Partial Success
2576,Roscosmos,Orbital,2009-08-19,554,Scientific Probe,Deep Space,Success
2577,ISRO,Orbital,1961-11-13,4102,Scientific Probe,Asteroid Belt,Partial Success
2578,CNSA,Satellite Deployment,2024-10-22,4844,Space Telescope,Deep Space,Failure
2579,ISRO,Lunar,1993-12-04,297,Satellite,Asteroid Belt,Partial Success
2580,SpaceX,Deep Space,1965-12-19,3409,Space Telescope,Asteroid Belt,Partial Success
2581,NASA,Space Tourism,1982-04-24,4654,Scientific Probe,Deep Space,Failure
2582,NASA,Space Tourism,1975-01-02,1508,Crewed,Mars,Success
2583,SpaceX,Asteroid Mining,1958-01-08,322,Space Telescope,Asteroid Belt,Partial Success
2584,CNSA,Lunar,2005-11-28,4044,Scientific Probe,Asteroid Belt,Success
2585,ISRO,Satellite Deployment,2008-08-21,108,Scientific Probe,Mars,Failure
2586,SpaceX,Satellite Deployment,1974-02-16,4744,Space Telescope,Deep Space,Success
2587,ESA,Asteroid Mining,2011-10-15,320,Scientific Probe,Deep Space,Partial Success
2588,CNSA,Asteroid Mining,2000-12-20,1767,Satellite,Moon,Failure
2589,Roscosmos,Satellite Deployment,1993-04-15,3055,Scientific Probe,Moon,Success
2590,CNSA,Space Tourism,2008-02-11,4322,Crewed,Deep Space,Success
2591,CNSA,Asteroid Mining,1958-03-04,1872,Crewed,Deep Space,Success
2592,Roscosmos,Space Tourism,2024-12-07,1893,Space Telescope,Moon,Success
2593,Roscosmos,Lunar,1986-08-20,290,Cargo,Moon,Partial Success
2594,CNSA,Mars,2009-02-16,2600,Cargo,Deep Space,Partial Success
2595,CNSA,Deep Space,1983-11-25,4826,Rover,Deep Space,Success
2596,Blue Origin,Asteroid Mining,1991-06-04,4913,Rover,Mars,Success
2597,SpaceX,Orbital,2012-02-01,4087,Scientific Probe,Mars,Success
2598,ESA,Asteroid Mining,1969-03-16,2211,Cargo,Mars,Success
2599,Blue Origin,Space Tourism,2016-12-07,102,Crewed,Moon,Partial Success
2600,CNSA,Asteroid Mining,2003-11-03,2298,Space Telescope,Low Earth Orbit,Success
2601,SpaceX,Deep Space,2002-03-12,261,Crewed,Low Earth Orbit,Partial Success
2602,Blue Origin,Deep Space,1991-10-18,2187,Space Telescope,Mars,Partial Success
2603,SpaceX,Orbital,2015-04-01,4459,Cargo,Low Earth Orbit,Partial Success
2604,Virgin Galactic,Orbital,1986-12-27,1793,Satellite,Mars,Partial Success
2605,ESA,Satellite Deployment,1994-09-23,3769,Scientific Probe,Mars,Failure
2606,Virgin Galactic,Space Tourism,1973-03-10,4758,Crewed,Deep Space,Failure
2607,ISRO,Asteroid Mining,1998-11-23,2274,Satellite,Deep Space,Partial Success
2608,Virgin Galactic,Mars,2023-05-05,535,Crewed,Asteroid Belt,Success
2609,ISRO,Orbital,1984-07-09,232,Crewed,Low Earth Orbit,Failure
2610,Roscosmos,Asteroid Mining,1977-12-02,4453,Space Telescope,Moon,Success
2611,ESA,Asteroid Mining,1976-12-03,3128,Scientific Probe,Asteroid Belt,Failure
2612,NASA,Space Tourism,2014-02-08,2567,Scientific Probe,Low Earth Orbit,Failure
2613,CNSA,Deep Space,1965-12-08,1515,Space Telescope,Mars,Success
2614,Virgin Galactic,Satellite Deployment,2005-02-05,3345,Scientific Probe,Asteroid Belt,Failure
2615,ESA,Asteroid Mining,1988-08-17,4695,Satellite,Mars,Partial Success
2616,SpaceX,Asteroid Mining,1979-03-07,928,Cargo,Moon,Partial Success
2617,ESA,Space Tourism,2014-09-25,588,Satellite,Asteroid Belt,Failure
2618,Roscosmos,Asteroid Mining,1994-02-20,3289,Crewed,Moon,Success
2619,Blue Origin,Orbital,2020-10-13,4801,Scientific Probe,Deep Space,Success
2620,CNSA,Mars,2002-03-08,2051,Rover,Asteroid Belt,Partial Success
2621,Virgin Galactic,Deep Space,1972-08-24,2676,Space Telescope,Deep Space,Success
2622,ISRO,Lunar,2000-07-18,4176,Crewed,Moon,Failure
2623,Virgin Galactic,Asteroid Mining,2003-09-25,1326,Crewed,Low Earth Orbit,Partial Success
2624,NASA,Lunar,1957-03-10,3341,Scientific Probe,Low Earth Orbit,Success
2625,ESA,Space Tourism,1996-02-03,2878,Cargo,Deep Space,Partial Success
2626,NASA,Lunar,1996-01-07,1350,Satellite,Mars,Partial Success
2627,NASA,Space Tourism,1994-07-20,4723,Space Telescope,Deep Space,Failure
2628,Virgin Galactic,Satellite Deployment,1988-03-20,2608,Space Telescope,Deep Space,Failure
2629,NASA,Asteroid Mining,1991-02-13,2356,Crewed,Deep Space,Partial Success
2630,NASA,Orbital,2000-06-03,2406,Space Telescope,Moon,Partial Success
2631,NASA,Satellite Deployment,1983-03-28,2796,Crewed,Moon,Success
2632,Virgin Galactic,Lunar,2019-12-27,4245,Crewed,Deep Space,Partial Success
2633,ISRO,Space Tourism,2005-04-12,972,Space Telescope,Deep Space,Failure
2634,NASA,Mars,2024-08-12,1783,Space Telescope,Asteroid Belt,Failure
2635,SpaceX,Lunar,2005-08-08,1155,Rover,Asteroid Belt,Success
2636,ISRO,Asteroid Mining,2021-01-02,4319,Satellite,Moon,Success
2637,ESA,Lunar,1967-11-25,2916,Rover,Low Earth Orbit,Failure
2638,CNSA,Lunar,1974-05-19,4392,Scientific Probe,Moon,Success
2639,Virgin Galactic,Asteroid Mining,2004-08-14,3794,Cargo,Deep Space,Success
2640,Blue Origin,Lunar,1978-11-26,203,Space Telescope,Moon,Partial Success
2641,SpaceX,Deep Space,2018-07-27,3993,Satellite,Mars,Success
2642,CNSA,Lunar,1982-11-20,794,Scientific Probe,Moon,Partial Success
2643,NASA,Mars,1958-12-03,2057,Cargo,Mars,Success
2644,CNSA,Asteroid Mining,1978-04-15,857,Space Telescope,Moon,Success
2645,CNSA,Mars,1973-01-16,1608,Crewed,Deep Space,Success
2646,ESA,Mars,1996-02-15,1641,Rover,Low Earth Orbit,Partial Success
2647,ISRO,Space Tourism,2007-08-02,2075,Rover,Low Earth Orbit,Success
2648,ESA,Space Tourism,1999-11-04,1488,Space Telescope,Moon,Failure
2649,Virgin Galactic,Lunar,2014-08-18,2494,Satellite,Mars,Partial Success
2650,Roscosmos,Mars,2004-03-04,2388,Cargo,Asteroid Belt,Success
2651,Virgin Galactic,Space Tourism,1975-02-25,212,Scientific Probe,Deep Space,Success
2652,Blue Origin,Deep Space,1993-07-28,3147,Space Telescope,Mars,Failure
2653,Roscosmos,Satellite Deployment,2012-12-24,4276,Scientific Probe,Asteroid Belt,Success
2654,ISRO,Deep Space,1970-07-15,4389,Crewed,Deep Space,Failure
2655,ESA,Space Tourism,2008-03-11,3837,Cargo,Mars,Failure
2656,CNSA,Satellite Deployment,2007-10-12,322,Crewed,Asteroid Belt,Success
2657,SpaceX,Deep Space,1998-01-21,3486,Rover,Deep Space,Failure
2658,ESA,Orbital,2002-06-28,4837,Scientific Probe,Asteroid Belt,Success
2659,Roscosmos,Lunar,1969-05-24,928,Scientific Probe,Low Earth Orbit,Partial Success
2660,SpaceX,Lunar,1975-04-25,4633,Cargo,Deep Space,Partial Success
2661,ISRO,Orbital,1975-12-02,466,Space Telescope,Low Earth Orbit,Failure
2662,ISRO,Satellite Deployment,2005-09-20,4289,Space Telescope,Mars,Partial Success
2663,SpaceX,Space Tourism,1985-05-08,432,Scientific Probe,Deep Space,Failure
2664,ISRO,Orbital,2019-06-09,2298,Rover,Mars,Success
2665,ISRO,Space Tourism,2010-01-08,1177,Satellite,Mars,Failure
2666,CNSA,Asteroid Mining,2011-09-02,4783,Scientific Probe,Moon,Failure
2667,CNSA,Lunar,1960-12-16,3569,Crewed,Mars,Success
2668,SpaceX,Asteroid Mining,2019-01-24,3901,Cargo,Asteroid Belt,Success
2669,CNSA,Deep Space,1964-07-05,3907,Cargo,Moon,Success
2670,CNSA,Space Tourism,2000-10-01,66,Scientific Probe,Moon,Failure
2671,Virgin Galactic,Space Tourism,2020-06-15,3697,Scientific Probe,Deep Space,Partial Success
2672,Roscosmos,Deep Space,1971-11-12,2266,Satellite,Mars,Partial Success
2673,CNSA,Asteroid Mining,2011-04-26,1368,Crewed,Mars,Partial Success
2674,Blue Origin,Satellite Deployment,1974-07-11,3058,Scientific Probe,Deep Space,Failure
2675,Blue Origin,Orbital,1987-09-25,4795,Crewed,Asteroid Belt,Success
2676,Virgin Galactic,Lunar,1970-09-26,3572,Rover,Asteroid Belt,Partial Success
2677,ISRO,Space Tourism,2005-04-23,2264,Scientific Probe,Mars,Success
2678,ESA,Lunar,2011-05-16,1168,Space Telescope,Mars,Partial Success
2679,Blue Origin,Mars,1976-04-22,1380,Crewed,Deep Space,Partial Success
2680,CNSA,Deep Space,2014-07-22,2011,Scientific Probe,Moon,Partial Success
2681,NASA,Space Tourism,2003-03-06,3484,Space Telescope,Deep Space,Failure
2682,Virgin Galactic,Space Tourism,2014-03-08,4313,Cargo,Asteroid Belt,Success
2683,NASA,Mars,2009-10-27,302,Rover,Asteroid Belt,Partial Success
2684,Roscosmos,Mars,2024-05-01,2739,Satellite,Mars,Failure
2685,Virgin Galactic,Lunar,1997-12-15,1383,Cargo,Mars,Failure
2686,NASA,Mars,1992-03-09,1512,Crewed,Low Earth Orbit,Partial Success
2687,ISRO,Satellite Deployment,1990-03-14,3526,Crewed,Low Earth Orbit,Partial Success
2688,SpaceX,Satellite Deployment,1983-02-27,4691,Satellite,Deep Space,Partial Success
2689,ISRO,Asteroid Mining,2019-08-04,1931,Space Telescope,Moon,Partial Success
2690,ESA,Satellite Deployment,1983-11-23,546,Satellite,Deep Space,Success
2691,ISRO,Deep Space,2015-10-10,2464,Cargo,Moon,Success
2692,CNSA,Lunar,2005-04-26,3291,Space Telescope,Low Earth Orbit,Failure
2693,ISRO,Lunar,1997-12-20,3467,Crewed,Mars,Failure
2694,CNSA,Satellite Deployment,1999-02-18,3216,Crewed,Deep Space,Partial Success
2695,Blue Origin,Satellite Deployment,1960-08-12,4078,Rover,Mars,Partial Success
2696,Blue Origin,Asteroid Mining,2004-05-20,218,Cargo,Low Earth Orbit,Failure
2697,Roscosmos,Asteroid Mining,2000-08-16,2210,Scientific Probe,Asteroid Belt,Success
2698,ISRO,Orbital,1989-01-11,2123,Scientific Probe,Moon,Failure
2699,ISRO,Satellite Deployment,1962-04-21,4859,Crewed,Deep Space,Partial Success
2700,Blue Origin,Deep Space,1993-10-26,482,Crewed,Moon,Partial Success
2701,NASA,Deep Space,1957-12-22,3539,Space Telescope,Mars,Failure
2702,Roscosmos,Space Tourism,2017-12-05,1630,Satellite,Mars,Success
2703,SpaceX,Space Tourism,1963-09-16,3886,Satellite,Moon,Failure
2704,NASA,Mars,2014-10-14,1887,Satellite,Asteroid Belt,Partial Success
2705,CNSA,Space Tourism,1995-02-18,2242,Rover,Deep Space,Success
2706,Virgin Galactic,Orbital,2022-03-21,4592,Cargo,Deep Space,Success
2707,CNSA,Lunar,2005-11-26,4395,Satellite,Low Earth Orbit,Failure
2708,Roscosmos,Lunar,2016-04-04,3040,Satellite,Mars,Success
2709,ISRO,Deep Space,1974-10-02,792,Satellite,Asteroid Belt,Partial Success
2710,ESA,Deep Space,2002-10-07,3617,Crewed,Asteroid Belt,Success
2711,ESA,Mars,2010-02-01,3514,Satellite,Moon,Failure
2712,NASA,Satellite Deployment,1996-04-08,4287,Satellite,Mars,Partial Success
2713,Virgin Galactic,Lunar,1964-09-27,151,Rover,Low Earth Orbit,Failure
2714,Virgin Galactic,Mars,1995-11-16,599,Rover,Mars,Failure
2715,NASA,Mars,1965-09-03,3518,Space Telescope,Low Earth Orbit,Failure
2716,ESA,Asteroid Mining,1979-07-21,2758,Space Telescope,Asteroid Belt,Partial Success
2717,CNSA,Satellite Deployment,1975-01-17,2592,Cargo,Deep Space,Failure
2718,Virgin Galactic,Satellite Deployment,2000-12-25,3269,Space Telescope,Mars,Partial Success
2719,Virgin Galactic,Asteroid Mining,1959-04-12,4285,Scientific Probe,Low Earth Orbit,Failure
2720,NASA,Satellite Deployment,2010-07-26,1773,Crewed,Low Earth Orbit,Failure
2721,CNSA,Orbital,1995-01-07,488,Satellite,Moon,Partial Success
2722,ISRO,Orbital,2004-09-02,602,Satellite,Asteroid Belt,Success
2723,CNSA,Mars,1996-05-24,1747,Crewed,Asteroid Belt,Partial Success
2724,ISRO,Deep Space,1964-09-14,1803,Scientific Probe,Low Earth Orbit,Success
2725,CNSA,Mars,1974-10-20,1588,Satellite,Low Earth Orbit,Success
2726,Roscosmos,Orbital,1978-06-10,1076,Crewed,Low Earth Orbit,Partial Success
2727,NASA,Space Tourism,2015-09-18,4561,Space Telescope,Asteroid Belt,Partial Success
2728,ESA,Orbital,1997-01-14,2589,Space Telescope,Moon,Failure
2729,CNSA,Deep Space,1957-09-20,1992,Space Telescope,Asteroid Belt,Failure
2730,Virgin Galactic,Space Tourism,2008-08-15,3380,Scientific Probe,Low Earth Orbit,Success
2731,ESA,Orbital,2005-01-21,2664,Rover,Asteroid Belt,Partial Success
2732,Virgin Galactic,Orbital,2023-05-07,1879,Rover,Mars,Partial Success
2733,ISRO,Satellite Deployment,1997-05-06,4413,Rover,Moon,Partial Success
2734,ESA,Asteroid Mining,2010-02-13,2833,Rover,Mars,Partial Success
2735,Roscosmos,Satellite Deployment,2015-10-17,4627,Rover,Mars,Success
2736,CNSA,Lunar,2021-09-12,2221,Satellite,Low Earth Orbit,Partial Success
2737,ISRO,Asteroid Mining,2015-07-06,842,Cargo,Moon,Failure
2738,NASA,Satellite Deployment,1989-02-16,2084,Scientific Probe,Mars,Partial Success
2739,ISRO,Deep Space,1992-06-07,2300,Scientific Probe,Deep Space,Failure
